Name,Comment,Time,Likes,Reply Count
@sveingeraldhansen7275,I believe in Norway the government owns 59% of it all.,2019-02-25T11:54:46Z,0,
@albinjohnsson2511,"The Nordic countries do not have stable population growth. All of them are suffering from the ""problems of progress"" and would be in population decline (fertility rates under 2.1) if it weren't for immigration, and immigration creates quite extreme social divisions (see Sweden's decline on this list for instance).",2020-09-17T12:25:19Z,0,
@africa9899,THIS IS SOOOOOOOO RACIST!!!!!!!!!!!!!!!!!!!!!!’,2018-09-23T20:55:28Z,0,0
@PrinceYG,"United States shouldn't even be in on 18th...it should be way down. One of the most corrupted government the world have ever seen in the history of mind kind. Also climate change related disasters; where the government doesn't help you at all or much....and poverty...yes..poverty.......People are crush by medical debts, scam by banks or governments. Death of democracy in the country and so on.",2018-09-23T20:49:46Z,0,0
@eopujvrswg,Has anyone noticed that the top 5 happiest countries arent in the EU?,2018-09-23T20:38:51Z,0,3
@Venguin,"Finland and Denmark are both EU member states. Also, Norway abides by most EU rules and is a part of the single market. It just doesn't sit at the table with actual members.",2018-09-23T22:55:04Z,2,
@Venguin,"Jack Eaton The only dictatorship in Europe is Belarussia, and they are not in the EU. Not quite sure what you mean.",2018-09-24T08:27:42Z,1,
@blackcoffeebeans6100,Finland and Denmark are the members of EU.,2021-10-22T11:14:28Z,0,
@TwiStedTentom,Oh boy... More socialism looks so evil...,2018-09-23T20:24:16Z,1,0
@Neontronique,This channel always has nice presenters.,2018-09-23T20:20:53Z,0,0
@axelmiranda2001,They act like cracking down on refuuges is bad,2018-09-23T20:06:45Z,1,0
@albiceleste101,This girl is gorgeous thanks for adding her. Like,2018-09-23T19:52:12Z,0,0
@NT_Chris,"5:11
BREAKING NEWS: Having a different political view is a problem and deserves criticism!!!
Good ol hard-left media.",2018-09-23T19:47:53Z,5,0
@bingoberra18,Note how Sweden has declined drastically on this list since after the high immigration that the other nordic countries basically refused.,2018-09-23T19:45:15Z,68,16
@michaelsubroto5563,"In my opinion, immigration is not also considered as negative but it also could help their economy because of more workforce included there which the country has lack of working age and professional people that can help their economy and other aspect. So in general Sweden choose the right path but still they need to filter everyone more detail especially to everyone who have no skill and radical islamist people from the MIDDLE EAST which can threat the security of the country. That is the biggest problem that make Sweden far behind of other nordic nation in 9 place for happiness index ranking",2018-10-21T04:44:33Z,7,
@bingoberra18,"@@michaelsubroto5563 yes we need people who can work such as engineers, Police and doctors. Most people sweden got can barely read.",2018-10-21T06:27:03Z,3,
@michaelsubroto5563,@@bingoberra18 Yeah thats why most people slam sweden as the 'islamic state of swedenistan' or something because unfortunately the government is not too selective enough to choose which people has good personal capabilities and which one could only being threat to their economical stability such as most of Somalian based refugee who doesnt possess any good skill for the benefit of their country. So pity though.,2018-10-21T07:18:59Z,3,
@user-jb8sk3ze1z,Michael Subroto yes and the women are happy that they have to fear getting raped by Mohammad now,2018-10-26T02:39:36Z,5,
@magicforest71,"@bingoberra18  ""Declined drastically""?
2018: # 9
2019: # 7 
Sweden has been ranked among the top 10 countries in the world since this report started. 
So what are you talking about?",2019-04-13T04:23:40Z,19,
@DjokovicIsOurLordAndSaviour,@@magicforest71 If anything Sweden is an example of how immigration doesn't always lead to worse quality of life for its peoples if handled correctly.,2019-08-28T10:14:50Z,4,
@Marxist-Nixonist-Bidenist,@@DjokovicIsOurLordAndSaviour or the effects haven't shown yet. Some expect the situation to go in the same direction it has been in the US: the whites are by themselves and then there's everyone else.,2019-10-15T19:07:28Z,1,
@DjokovicIsOurLordAndSaviour,"@@Marxist-Nixonist-Bidenist It's definitely possible the stats aren't affected yet. But, it's also certainly not the case that things got a lot worse.",2019-10-15T19:25:20Z,0,
@Marxist-Nixonist-Bidenist,@@DjokovicIsOurLordAndSaviour true.,2019-10-15T20:06:00Z,0,
@TheI3lackPredator,Drastically? Sweden is still in the top ten?,2020-01-15T15:29:16Z,3,
@theodoreroosevelt4260,"Sonalians ruining Sweden
Turkish ruining Germany
Muslims ruining UK
Africans ruining France
Europe has to do something now!!!",2020-05-11T00:03:49Z,2,
@bingoberra18,"@@theodoreroosevelt4260 I'm really not saying sweden should have no immigrants, but we took much more than any other country did per capita. And the latest statistic is that only half of immigrants are self sufficient after 13 (yes thirteen) years. Its way too costly for such a small country to be able to include all of them in society effectively, which leads to these ""no-go zones"". Too many leads to a downward spiral, but a well judged amount leads to an upward spiral of the society i truly belive that.",2020-05-11T00:29:57Z,0,
@tudorjason,I was wondering why Sweden was low (for a Nordic country).,2020-06-03T05:23:21Z,0,
@theodoreroosevelt4260,@@tudorjason well basically the immigrats ruin Sweden,2020-06-03T06:24:09Z,0,
@Zetro999,True but the fact that the us is even in the top 20 is a joke about 70% of americans hate their life lol,2020-09-11T14:22:34Z,0,
@upendo.3570,"@@theodoreroosevelt4260 europe ruined africa, so please don't act like they haven't done anything bad.",2022-01-14T20:19:15Z,0,
@Bitchez4Life1,I remember when this channel uploaded videos every day :(,2018-09-23T19:36:15Z,0,0
@SlowToe,Sweden 🇸🇪?   I blame Pewdiepie,2018-09-23T19:34:44Z,0,0
@jonathanmendiola3775,You forgot to that Finland removed the Universal Basic Income,2018-09-23T19:06:56Z,1,0
@s10dlka,"""highest taxed countries..""
Americans tuned out here.",2018-09-23T18:56:55Z,13,4
@darrenfleming7901,GOVERNMENT STEALING MUH MONEY AGAIN,2018-10-07T22:45:36Z,10,
@0Flow0,Too bad we have free education in Finland because of it,2019-09-13T10:52:33Z,4,
@pastelpepe,"0Flow0 not free, paid with taxes.",2019-11-28T17:21:31Z,0,
@LarryVasquez82,"Coz nordic countries are not as corrupt/ using tax money to bomb other countries.

I don't mind paying high tax if we know the money is used for mostly medicare, education, infrastructure, not war.",2020-05-22T18:05:22Z,4,
@ThePrinceOfSloth,Socialism done right = Happiness,2018-09-23T18:56:52Z,0,5
@mozardthebest,Now of these countries are socialist.,2018-10-09T15:01:19Z,0,
@ThePrinceOfSloth,"did u even check that? they have socialist policies. High tax, free education and free healthcare. Dont assume anything.",2018-10-10T08:20:28Z,0,
@mozardthebest,"Prince of Sloth You can ask the very leaders of these countries, they are not socialist. They are very much capitalist, except the have a welfare states, which makes them Social Democracies. But they are not, nor have they ever been, socialist.",2018-10-10T12:16:44Z,1,
@ThePrinceOfSloth,"well, yes they have social policies. Is what i meant. i made an error saying they were socialist.",2018-10-10T16:04:37Z,0,
@blackcoffeebeans6100,@@ThePrinceOfSloth they are all basicly capitalist countries. Having free education and healthcare does not mean the countries are socialist countries.  Every country should have these matters free.,2022-01-04T11:29:01Z,0,
@omniseptric1242,America can learn a thing or two from the Nordic countries,2018-09-23T18:48:46Z,1,1
@basedpro-ua3470,Or maybe ten,2018-09-24T22:47:30Z,1,
@markovrcek,High usage of antidepressants?,2018-09-23T18:00:01Z,0,2
@Cta2006,"No, false",2018-09-30T16:54:44Z,0,
@cinderellaandstepsisters,Not as high as you think.,2021-04-02T06:21:54Z,0,
@jdm3762,"I moved to Norway recently and these statics are quite confusing. I find Norwegians to be very nice people generally and extremely kind but I wouldn't necessarily say they are happy!  In fact I often wonder why they seem so unhappy given how beautiful their country is and how lucky they are to have systems that work and good governance. I've noticed they only seem happy when they are drunk!  In fact I like talking to drunk Norwegians! Fully expressive and full of life! 
They also seem so lonely and the weather doesn't help.  I think there's a correlation between happiness and receiving the Sun in fair amounts.
Anyways, maybe I'm only yet to understand the culture here and what a happy Norwegian truly looks like.",2018-09-23T17:57:07Z,5,4
@Eve1912,"One shouldn't confuse happiness as in smiling faces and the factors named in the video. The happiness scale the report uses an overall and not a day to day scale. One can look rather miserable, but still be rather content. Happiness is probably the wrong word anyway.",2018-09-23T19:37:58Z,6,
@unreborn,"Eve A  Yeah, happiness means being content with their lives, which most Norwegians are.",2018-09-23T21:40:35Z,4,
@Onnarashi,"@Judith D Magrini: I'm Norwegian, and I recognise what you're talking about. I think that to people coming from cultures that are in more warm climates, it might seem like we're sad because we don't express happiness (outwardly) so much. I think it's more a combination of our reservedness, shyness and stoic nature. We don't express emotions as much outwardly. I think Norwegians for the most part will only smile when the smile is genuine, rather than smiling to be polite or to create an illusion of friendliness. Norwegians generally don't befriend people quickly, but will take their time.",2018-10-06T15:52:02Z,5,
@cinderellaandstepsisters,"You do not have to go around smiling 24/7 to show how happy you are. 
Also a lot of Nordic ppl like to be alone. 
I lived in other countries and ppl there did not smile 24/7 all The time.",2021-04-02T06:13:35Z,0,
@Renanaguilar,"I will think this may not be accurate, the same countries have a lot of suicides...",2018-09-23T17:38:02Z,11,3
@Cta2006,"Suicide rate by country ( both sexes ) ( ranking in parentesis ): Finland (32), USA (34), Iceland (40), Sweden (51), Norway (74), Denmark (89). The only Nordic country worse than the USA is Finland and the difference between the two coiuntries is not big. The restof they countries far much much better than the USA.",2018-09-30T17:01:52Z,7,
@Sadon06,It is funny that people will stick to decades old stuff for ever. You ever heard of things changing with time?,2019-03-20T09:28:06Z,5,
@cinderellaandstepsisters,"@@Cta2006 Watch The video ""Suicide rates in The world/Country suicide comparison rate.""
62 highest suicide countries and Finland is not even mentioned. 
The highest suicide countries are:
The 1st Lithuania
The 2nd Russia
The 3rd South Korea",2021-04-02T05:54:21Z,0,
@okoh2201,taxes ouuuuu,2018-09-23T17:14:40Z,0,1
@cinderellaandstepsisters,Not as high as you think. You must be super rich and then the taxes are high.,2021-04-02T05:51:59Z,0,
@okoh2201,Nordic countries have alot of rapists,2018-09-23T17:11:51Z,0,0
@dipesh2049,North or south & East or West INDIA is best,2018-09-23T17:06:19Z,3,0
@Eijididnothingwrong,This comment section is so ignorant.,2018-09-23T17:00:13Z,1,0
@VPROY-yr9vv,"Pls create a video about WORLDs most RACIST Countries .
I know we INDIA  🇮🇳Rank first 😬",2018-09-23T16:59:51Z,6,8
@joban8177,Whites are more racist than us.,2018-09-24T01:54:12Z,1,
@VPROY-yr9vv,ਜੋਬਨ / J O B A N go and search in Google,2018-09-24T03:12:58Z,0,
@joban8177,"@@VPROY-yr9vv 
Google is West leaning search engine which always show the negative side of India..",2018-09-24T05:06:16Z,1,
@VPROY-yr9vv,ਜੋਬਨ / J O B A N so u deny the CASTESIM of India,2018-09-24T08:07:29Z,0,
@basedpro-ua3470,"@@joban8177 
Name one white racist country",2018-09-24T22:26:34Z,2,
@joban8177,"@@basedpro-ua3470 
    America... is.",2018-09-25T02:27:51Z,1,
@basedpro-ua3470,"@@joban8177 
Apart from America, can you name at least one racist white nation?",2018-09-25T11:42:19Z,2,
@joban8177,"@@basedpro-ua3470 
Iceland & Australia.
Whites does racist attacks.",2018-09-25T13:40:59Z,1,
@Iliketododatsalsa,The Nords are happy because they know an eternity of glorious feasting and Hunting await them in Sovngard,2018-09-23T16:59:26Z,1,0
@saidwilson6529,We Tanzania we not happy because the gorverment do not care if die for hunger or we drawn they just do not care please UN help usss,2018-09-23T16:58:18Z,0,0
@maresgoez,If they are so happy. Why are they topping the suicide charts too?,2018-09-23T16:46:22Z,1,2
@unreborn,Survivorship bias lmao,2018-09-23T21:47:21Z,0,
@blackcoffeebeans6100,"They are not.  Are you still living in The 90's. Watch The video ""Suicide rates in The world/Country suicide comparison rate.""Published 6 months ago. 
62 highest suicide countries and Finland is not even mentioned. The other nordic countries are far behind from the top. 
The highest suicide countries are: 
The 1st Lithuania, The 2nd Russia and The 3rd South Korea",2021-04-02T08:12:18Z,0,
@DragonKingGaav,3:16 Brianna is cute!!!!!!,2018-09-23T16:42:37Z,0,0
@alikaostermiller,"forgot to mention how homologous​ and small populations contribute to the ""happiness"".",2018-09-23T16:26:45Z,0,0
@captainandthelady,They pay high taxes but they get what they pay for.,2018-09-23T16:17:51Z,234,6
@I_am_Sev,Their money is still going back to them 💝,2020-09-09T11:38:00Z,23,
@cinderellaandstepsisters,It is not true. My son was working in UK and paid more tax than in Finland.,2021-01-01T14:45:53Z,1,
@dietzraimonds69,We get nothing,2021-02-17T14:46:38Z,2,
@danielgospodinov5786,@Big blue whale I have income because of myself not because of the poor extra born and I gave it to myself!,2021-02-17T17:57:19Z,1,
@harvey7979,@@cinderellaandstepsisters yeah but the UK has high tax to have free healthcare which the NHS is rated one of the best in the world,2021-04-15T20:47:28Z,1,
@blackcoffeebeans6100,@@harvey7979 in Finland as well. The same,2022-01-04T11:02:29Z,0,
@James.1_2-3,"Lmfao. “Experts of happiness”
I’m done. I notice all the top countries are ALL WHITE",2018-09-23T16:12:47Z,2,2
@firstnamelastname7299,"Ah yes, doubting someone's intellect, expertise and knowledge based on nothing more than their skin color. How very progressive and liberal.",2020-01-16T21:48:35Z,1,
@dirtymanwithdirtyplan4149,@@firstnamelastname7299 It's more than skin color you fool.,2021-01-13T03:06:20Z,0,
@funkymunky,Your orbs make me happy.,2018-09-23T16:10:09Z,0,0
@niiielsen,The immigration of muslims makes us unhappy and feel unsafe though,2018-09-23T16:00:49Z,7,1
@muntyal-bazaz2663,U sure. More than 50 percent of the top 10 countries have a population of more than 1million each and they are doing just fine. Re state ur facts bud.,2018-12-05T01:55:37Z,0,
@outlawgaviez3705,"So the world happiest countries is rank on subjective and not objective. Subjective means Proceeding from or taking place in a person's mind rather than the external world, and objective mean Uninfluenced by emotions or personal prejudices.",2018-09-23T15:57:58Z,0,0
@miguelpress,"5:30 it’s precisely the welfare state benefits that attract millions of Muslims who don’t believe in women’s rights, but why bother explaining when you can just label far right anyone who dares criticize immigration.",2018-09-23T15:38:09Z,0,0
@miguelpress,"3:41 highest taxed for citizens but not for corporations, which you forgot to mention conveniently for your welfare state propaganda.",2018-09-23T15:34:00Z,0,1
@Venguin,"Corporate tax rates are not the highest in Nordic countries, that is true. However, employers have to pay numerous welfare fees related to social insurance (pensions, unemployment etc etc) per employee that almost amount to as much as the wages that they are paying employees. Defacto those welfare fees are taxes aswell, even if the corporate tax rates are not particularly high.",2018-09-23T22:51:37Z,1,
@Stewart1499,Homogenous,2018-09-23T15:20:16Z,0,1
@pastelpepe,"Keith there are so many Asians there, wdym",2019-11-28T17:27:43Z,0,
@krababz,"No No, They're systems is like Venezuela, straight up communism going on there! Have to trust fox news here!",2018-09-23T15:17:26Z,1,0
@shrivatsakulkarni9282,"Hey Guys 
Please make a video of 'Rafale Deal.'
It is big news in India but I having problem in believing what is right and what is wrong
I am from India .",2018-09-23T15:15:06Z,1,0
@DumbDumbMI,Then look at the baltics and the results aren't really good. Definatly for Lithuania,2018-09-23T15:14:56Z,0,0
@user-ml5tn3en1y,"More atheism. 
More intelligent. 
More happy.",2018-09-23T15:11:47Z,0,2
@mozardthebest,"Tell that to China and North Korea.



Oh right.",2018-10-09T15:01:58Z,0,
@user-ml5tn3en1y,@Big blue whale You seriously gotta respond a 2 year old comment?,2021-02-17T16:46:12Z,0,
@therealnoodles7638,"Seems like all these 'happy countries' have big welfare programs for its society. I wonder why, hmmm... must be all the bank bailouts and for profit healthcare.",2018-09-23T15:08:42Z,44,2
@augustsmith9553,no,2019-04-15T22:25:09Z,1,
@tudorjason,That doesn't make sense at all.,2020-06-03T05:24:57Z,0,
@KasperYakolev-j1h,More happier than USA,2018-09-23T15:03:51Z,2,2
@basedpro-ua3470,More happier than mexico,2018-09-25T11:41:15Z,0,
@KasperYakolev-j1h,@@basedpro-ua3470 More happier than USA,2018-09-25T13:59:14Z,0,
@foxface04,Allahu HackBar,2018-09-23T15:00:27Z,0,0
@Semper_Iratus,Strict immigration laws.,2018-09-23T14:54:08Z,8,4
@khan0491,"Scot Fretwell No, they dont have it. It has came over 100 000 immigrants to Norway since 2012.",2018-09-23T16:49:43Z,0,
@user-jb8sk3ze1z,Farasat Khan white immigrants,2018-10-09T00:51:54Z,0,
@khan0491,"Fabio Cela Both White, Brown and Black immigrants.",2018-10-09T15:12:12Z,0,
@user-jb8sk3ze1z,Farasat Khan well they are still majority white very small Muslim and black sorry and the majority are seweds leaving Sweden,2018-10-09T19:58:55Z,2,
@VologdaMapping,I live in Stockholm and I am against immigration. Change my mind.,2018-09-23T14:53:38Z,42,5
@pedromiziara3419,is there any anti-migrant party besides the democrats?,2018-09-23T15:07:27Z,0,
@unreborn,"When you say immigration, do you mean all immigration, including legal immigration? Genuinely curious since I want the opinion of a Swede",2018-09-23T21:36:51Z,8,
@NahedElrayes,"nobody cares, change my mind",2018-09-23T22:28:31Z,10,
@basedpro-ua3470,Too bad your country is a Islamic shithole,2018-09-24T22:14:58Z,7,
@AnshVerma,"Legal Immigration is good , people spend money to come and integrate into a new society. They adapt themselves. However , Refugee's are almost never good.",2018-09-25T15:14:13Z,4,
@bjrgneutenforstaende5428,🇳🇴✊,2018-09-23T14:47:55Z,4,0
@MegaMegatron15,"*Scandinavians represent!* Peoples of the North, make yourselves known!",2018-09-23T14:44:53Z,1,3
@MegaMegatron15,Swede here!,2018-09-23T14:45:05Z,0,
@hjemsted4879,Dane here,2018-09-23T15:01:09Z,0,
@hentehoo27,*Nordics,2018-09-23T15:07:06Z,0,
@umeirkhan6062,Population growth is the largest threat,2018-09-23T14:43:41Z,0,0
@VolcyThoughts,Kinda predicted the comment section would be anti-Islam mess,2018-09-23T14:41:35Z,0,1
@basedpro-ua3470,Because people know the truth about pislam,2018-09-24T22:51:49Z,0,
@morrisnell,Keep receiving immigrants and see in a couple of year's how happy they are still..,2018-09-23T14:38:08Z,12,2
@NahedElrayes,Were you saying that in 2012? 🙄,2018-09-23T22:31:25Z,3,
@blackcoffeebeans6100,"Actually in Finland immigrants were mostly Happy. You can google all The reasons why Finland was ranked The happiest country 2018, 2019, 2020 and 2021.",2021-04-02T08:14:33Z,0,
@johnmiranda2307,"The only practical solution is total enlightenment in the classical sense for everyone to achieve by transcending the root of all stress - ego.

At least, that’s what the salesman told me.",2018-09-23T14:36:19Z,0,0
@Johannes-xp4py,Why are everyone here racist?,2018-09-23T14:34:34Z,3,2
@nettle8605,Johannes Hembre-Ingul Because it's YouTube and everyone gets to hide behind anonymous usernames and profile pictures that grant them the opportunity to express their personal and sometimes controversial or hateful opinions without fear of being recognised and held responsible.,2018-09-24T11:07:47Z,0,
@taavidude,Because Islam has killed more people than Communism and 2-nd World War put together.,2018-09-24T15:47:35Z,1,
@ANTIMONcom,Stupid Finnland always getting higher than us on the lists. *Grumbles while being 2th on the list,2018-09-23T14:33:14Z,0,0
@villepetteri2672,Torille!,2018-09-23T14:32:36Z,2,1
@karhunpoika97,tuon saunan !,2018-09-23T14:56:34Z,1,
@ethanielclyne5810,"These countries also have very low populations. Countries with populations which are too large like India, China, Bangladesh and the UK from my experience cannot be happy",2018-09-23T14:31:52Z,2,0
@ahsansparks6476,Why Qatar is not the happiest country in the world?  Explain.,2018-09-23T14:31:24Z,0,1
@hmrdev-billnye8166,Who sad it is?,2018-09-23T15:06:57Z,0,
@gustavvigolo4480,"Less corruption, less religion, less poverty. More universal healtcare and Education",2018-09-23T14:25:33Z,1,5
@KasperYakolev-j1h,Sounds like Canada to me,2018-09-23T15:11:55Z,0,
@gustavvigolo4480,A popular place to live haha... but no not the country i was thinking,2018-09-23T15:52:37Z,0,
@KasperYakolev-j1h,@@gustavvigolo4480 is it a European country?,2018-09-23T15:58:26Z,0,
@gustavvigolo4480,it is probadly one of the best places to live,2018-09-23T17:20:00Z,0,
@gustavvigolo4480,no it will not this aint US or Russia or China,2018-09-23T20:52:57Z,0,
@dunhamb,Finland is the happiest because all the unhappy people kill themselves.,2018-09-23T14:23:28Z,17,2
@1234femmarc,"Happy people dont like to be unhappy. And Thats why we have Tuborg og Carlsberg, øl øl",2018-09-23T20:50:05Z,2,
@dunhamb,"Marc1234fem  Alcohol is the cure to unhappiness proven by the nordic countries - 
This message has been sponsored by Alko.",2018-09-24T06:41:51Z,0,
@tamu7243,"The immigrants who lives near or within my municipality here in Norway, seem happy. The boys and the girls. The most difficult problem is to integrate them. Since Nordic people are very shy, and sort of ""anti-social"", them getting to know us as a friend takes time. The newcomers are the only people having a problem integrating though. The immigrant people born here learn Norwegian as early as ethnic Norwegians, and since they go to the same school, there is a very low chance that they fall into ghettos. In larger cities, like Malmö or Stavanger, ghettos are more frequent, but in the smaller towns and villages, they integrate very fast. I'm a very far-left guy, so me being positive about it shouldn't come as a surprise. There are still a lot of issues that needs to be solved, but it's doable.",2018-09-23T14:21:07Z,121,16
@Renanaguilar,"Welcome these people, they bring better food and renew the old blood of your countries. Immigrants are always a bliss regardless whether you count them as friends or not.",2018-09-23T17:39:52Z,13,
@nettle8605,"Tamu Audwodia It's the same here in Denmark, with Danes often being rather reserved, which makes it difficult for immigrants to socialise. I, myself, am part of a group of Danish volunteers that help refugees create a social network in their municipality. It's extremely helpful for those participating. Not only do they make new friends, but they also get to practice Danish with native speakers while exploring our culture. In return, we (the volunteers) get to meet these super nice, funny and interesting individuals who have so much to share and so much say. It's a shame not everyone wants to listen.",2018-09-23T17:48:42Z,24,
@jameslegrand848,"Huh it's seems like the poler opposite here in France, here a caste majority of the ""arab people"" integrate very easily (maybe because they were a colony for such a long time) and most of the African Christian population true to adapt the black American style (swag/ now a days just in beaber type cloths and all). But apart from that yeah it usually takes 1 generation to root out any non French culture from them.

(Here in France you are a French man or woman, there is no such thing as Senegalese French or Algerian French.
We really have a tendency of trying to eradicate all previous culture and to install a new French one genre the burka ban)",2018-09-23T18:07:35Z,9,
@joelp7665,"@@nettle8605 as the Dalai Lama once said ""Europe is fo Europeans, Europeans should help the immigrants to get educated and be a positive asset(builders, any kind of worker?) to their country of origin to solve the problem they ha.""",2018-09-23T18:08:24Z,5,
@TheFuckingBanshee,"Christ almighty, reading a rational comment about immigration from a European person in a Youtube comment section is a breath of fresh air",2018-09-23T18:14:06Z,27,
@nettle8605,"Joël P They're refugees. They don't have any responsibility to ""build up"" their country of origin. They're here to stay, study and work just like everyone else. That's what they want. A normal life. You can't really blame them for that.",2018-09-23T18:57:27Z,10,
@KnuxTube,"Wow, there are some pretty nice people in some threads. I hope the immigrant population and native population of the European countries can eventually get to a point where integration is easier and they begin to see their new country as shared equally.",2018-09-23T19:15:23Z,7,
@joelp7665,"@@nettle8605 what about African refugees? Their country lack the man of knowledge to build up, ok there is corruption, but so was Korea.

Edit: some people call them economic migrant, pretty self-explanatory, i agree about refugees of war tho.",2018-09-23T19:29:48Z,1,
@Rosespynn,Nettle People like you restore my faith in humanity. <3,2018-09-23T19:31:06Z,4,
@mattias2576,agree.. im from norway too and yes they dont integrate that well. and you see them sticking with their people. something needs to happen to try and make integrarion better. also far left,2018-09-23T20:51:54Z,4,
@seif.z,"im one of the newcomers from Syria, lived in Norway for almost 4 years now, i go to the university and i'm very well-integrated, i love Norway but wish social life was easier, i still have only a few real friendships with norwegian people, but lots of distant friendships or acquaintances.. Norway is great though and i'm happy to call it home",2018-09-23T22:03:43Z,6,
@basedpro-ua3470,"What a soyboy this guy is, because of idiots like him Europe is a shithole full of immigrants",2018-09-24T22:16:36Z,3,
@jameslegrand848,@@basedpro-ua3470 mind explaining how Europe is full of immigrants?,2018-09-27T16:17:57Z,0,
@user-jb8sk3ze1z,Nettle nope 80 percent are economic migrants not Syrians try again,2018-10-14T14:03:47Z,2,
@fmwr1397,@@basedpro-ua3470 People like him ruin the world for the rest of us. Literally.,2019-06-04T16:20:55Z,0,
@aben8763,"when you have more newcomers that you could handle, knowing the limit is hard to know, you will face very serious problems. just like any other country, don't fool yourself believing you are more inclusive than the US. and to let you know, the first generation is easier to integrate that the next generation.",2019-09-29T21:27:52Z,1,
@gthakur17,Alexa play despacito,2018-09-23T14:20:07Z,2,0
@Michformer,"Something something Jantelloven. Fine for collectivists, baleful for individualists.",2018-09-23T14:11:28Z,2,0
@mrawesome7175,Republicans: but what about Venezuela 🤔🤔🙄🙄🙄,2018-09-23T14:09:50Z,45,7
@adramelic1123,"Michael Thoma There is a tax on vehicles that use gas, while electric cars are cheaper. Charging is free also. It promotes environmental conservation, its not bad driving a tesla",2018-09-25T05:39:01Z,9,
@putbye1,Mr Awesome no generalizing ya,2018-09-26T01:42:06Z,0,
@SeSmokki,@Michael Thoma r/ShitAmericansSay,2018-10-20T06:56:58Z,2,
@jeiku5314,@Michael Thoma Then find a way to make it work.,2018-12-02T02:23:29Z,1,
@earb1_,Yes! It's not a weird question! It's an ironic one! What about Venezuela?!,2019-01-11T20:29:08Z,0,
@sveingeraldhansen7275,"@Michael Thoma  
Without the War Hungry United States, there would be less places to defend. And we and all the countries on earth, did not have to buy all the war materials. We could use the money getting food from deserts  Get rid of hunger etc 
And maybe we saved you in world War 2. We stopped the Germans from getting the ATOMIC BOMB, before USA.


And if you had all the benefits we have, or other countries, you would pay a lot more than us. 
Like Health Care, Vacation , Maternity Leave, Free Schools etc
 
See Video:  Where to Invade Next - Taxes",2019-06-12T14:25:42Z,0,
@samone4358,Venezuela is facing an Economic crisis right now,2019-10-10T13:28:05Z,0,
@Lefer_,What you wont hear from this video and what is one of the most important factors for the happiness of a country is: social homogeneity. They have low level of migrants and a very strong cultures that is shared among the population. As opposed to modern USA where various ethnic groups with different cultures fight for their own benefits.,2018-09-23T14:07:21Z,10,4
@The.Renovator,"Canada is very diverse and very happy, so your theory has been debunked.",2018-09-23T15:32:42Z,9,
@The.Renovator,"Where did you get that statistic? And according to the US governments census, the US is 77% white.",2018-09-23T17:15:47Z,0,
@NahedElrayes,"Your ideology is garbage and you probably haven't picked up a social theory book in your life, so don't pretend you know what makes countries happy.",2018-09-23T22:32:38Z,3,
@tmla,"Lefer not really. North Korea is homogeneous and they’re not happy. Lithuania, Greenland, and Japan are homogeneous yet they have the highest suicide rate in the world. Care to explain that?",2018-09-24T20:32:53Z,1,
@sushantcom7436,I thought Bhutan was the happiest country,2018-09-23T14:07:06Z,0,0
@thejordanianphilosopher6666,"less capitalism 
less conservatism
less right-wing retards
less religion

more Happiness",2018-09-23T14:06:40Z,1,0
@arthur2305,Notice anything else? Their all caucasian countries 🤔,2018-09-23T14:06:23Z,8,4
@therealnoodles7638,It's Thei're*,2018-09-23T15:12:00Z,1,
@vayrone57,@@therealnoodles7638 Thei're?,2018-09-23T19:17:38Z,0,
@Juvelqairth,"Don't say caucasians because Adygeans, Ubykhs, Georgian (Kartulians) and Chechens are going to mad.",2018-09-24T19:44:59Z,0,
@Juvelqairth,"@@therealnoodles7638 
*They're",2018-10-20T04:12:11Z,0,
@brucebailey6927,they should measure happiness on quality and quantity of memes,2018-09-23T14:05:46Z,78,7
@hjemsted4879,How you will you measure happiness in the EU though?,2018-09-23T14:58:34Z,17,
@brucebailey6927,Jacob Bruhn Good point,2018-09-23T15:10:52Z,3,
@dragonamu,and my country will be the winner since ppl in here just makes memes instead of money,2018-10-06T12:02:15Z,4,
@GINA-fc5gq,Then less memes would mean more happiness since most memes are made by sad people,2018-11-20T02:17:35Z,2,
@tudorjason,How do memes help with the greater good?  THEY ARE POINTLESS AND A WASTE OF TIME!,2020-06-03T05:29:35Z,0,
@leifalwayswins,@Rupprecht Kurt Hasselbuttelmann-Fitzmeisterjaeger Brazil.,2020-07-21T17:08:19Z,0,
@ullisbullisully,Well then it’ll just be the USA,2022-03-28T15:33:23Z,0,
@غانمالشامسي-ه4ز,UAE is the happiest country,2018-09-23T14:04:53Z,2,4
@tombkings6279,How?,2018-09-23T14:11:14Z,0,
@ahmadrahali9551,Ask workers that built your country if they happy,2018-09-23T14:51:46Z,5,
@theDavidChannel1,"If you're an oil rich billionaire, yes.",2018-09-23T19:36:52Z,0,
@Arabiandude,The UAE is the 20th happiest country in the world and about to beat the U.K and U.S as one of the happiest counties in the world.,2018-09-27T03:52:27Z,0,
@elunicornioalteradodesinal4258,"Time to bring them *D I V E R S I T Y* and 
*M U L T I C U L R A L I S M*",2018-09-23T14:02:56Z,6,0
@jpsjps9803,I want thenos can come to our world😋,2018-09-23T14:01:12Z,0,0
@riotchock4259,I notice the whitest countries are on the top,2018-09-23T14:00:18Z,15,10
